country_release,language,filming_location,year_release,director_gender,director_country,director_year_birth,company_city,founded,company_type,actor_education,actor_gender,actor_nationality,roletype,actor_year_birth
USA,MULTILINGUAL,RUSSIA,0.789,M,NEW_ZEALAND,0.606,LONDON,0.495,FILM_PRODUCTION,HIGHER,MALE,IRISH,OO7,0.6
USA,MULTILINGUAL,RUSSIA,0.789,M,NEW_ZEALAND,0.606,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,POLISH,BOND_GIRL,0.742
USA,MULTILINGUAL,RUSSIA,0.789,M,NEW_ZEALAND,0.606,LONDON,0.495,FILM_PRODUCTION,HIGHER,FEMALE,DUTCH,VILLAIN,0.692
USA,MULTILINGUAL,RUSSIA,0.789,M,NEW_ZEALAND,0.606,LONDON,0.495,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,VILLAIN,0.65
CANADA,ENGLISH,MEXICO,0.829,M,NEW_ZEALAND,0.606,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,SPANISH,ACTIVIST,0.658
CANADA,ENGLISH,MEXICO,0.829,M,NEW_ZEALAND,0.606,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,WELSH,DOCTOR,0.467
CANADA,ENGLISH,MEXICO,0.829,M,NEW_ZEALAND,0.606,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,WELSH,WIFE,0.733
USA,MULTILINGUAL,USA,0.908,M,USA,0.638,BURBANK,0.828,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,MULTILINGUAL,USA,0.908,M,USA,0.638,BURBANK,0.828,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,WELSH,WIFE,0.733
CANADA,MULTILINGUAL,CZECH_REPUBLIC,0.921,M,USA,0.574,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,WORKER,0.742
CANADA,MULTILINGUAL,CZECH_REPUBLIC,0.921,M,USA,0.574,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AUSTRALIAN,COWBOY,0.817
CANADA,MULTILINGUAL,CZECH_REPUBLIC,0.921,M,USA,0.574,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,ITALIAN,WITCH,0.692
USA,ENGLISH,USA,0.842,M,CANADA,0.83,BEVERLY_HILLS,0.758,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,DEALER,0.658
USA,ENGLISH,USA,0.842,M,CANADA,0.83,BEVERLY_HILLS,0.758,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.683
USA,ENGLISH,USA,0.842,M,CANADA,0.83,BEVERLY_HILLS,0.758,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.492
ITALY,MULTILINGUAL,ITALY,0.816,M,ITALY,0.702,LOS_ANGELES,0.505,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ITALIAN,JEWISH,0.592
UK,ENGLISH,USA,0.947,M,USA,0.809,BURBANK,0.172,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,ITALIAN,PILOT,0.775
UK,ENGLISH,USA,0.947,M,USA,0.809,BURBANK,0.172,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,DOCTOR,0.542
UK,ENGLISH,USA,0.947,M,USA,0.809,BURBANK,0.172,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,PRINCE,0.767
USA,ENGLISH,USA,0.592,M,USA,0.681,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ARTIST,0.567
USA,ENGLISH,USA,0.592,M,USA,0.681,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,CANADIAN,FIREFIGHTER,0.592
USA,ENGLISH,USA,0.066,M,ENGLAND,0.032,LOS_ANGELES,0.051,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,ENGLISH,DICTATOR,0.067
USA,ENGLISH,USA,0.921,M,USA,0.734,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,LAWYER,0.725
USA,ENGLISH,USA,0.921,M,USA,0.734,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,REPORTER,0.775
USA,ENGLISH,USA,0.921,M,USA,0.734,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,FIREFIGHTER,0.7
USA,ENGLISH,USA,0.789,M,USA,0.681,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,ARMY_OFFICER,0.667
USA,ENGLISH,USA,0.789,M,USA,0.681,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.675
USA,ENGLISH,USA,0.789,M,USA,0.681,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.733
USA,ENGLISH,CANADA,0.684,M,ENGLAND,0.564,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,POLICE_OFFICER,0.55
USA,ENGLISH,CANADA,0.684,M,ENGLAND,0.564,BURBANK,0.727,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.675
USA,ENGLISH,CANADA,0.684,M,ENGLAND,0.564,BURBANK,0.727,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.642
USA,ENGLISH,CANADA,0.763,M,ENGLAND,0.564,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,POLICE_OFFICER,0.55
USA,ENGLISH,CANADA,0.763,M,ENGLAND,0.564,BURBANK,0.727,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.675
USA,ENGLISH,USA,0.724,M,ENGLAND,0.564,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,POLICE_OFFICER,0.625
USA,ENGLISH,USA,0.724,M,ENGLAND,0.564,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.533
USA,ENGLISH,USA,0.737,M,ENGLAND,0.564,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,DETECTIVE,0.55
USA,ENGLISH,USA,0.737,M,ENGLAND,0.564,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,USA,0.737,M,ENGLAND,0.564,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,GENERAL,0.592
FRANCE,MULTILINGUAL,FRANCE,0.776,M,POLAND,0.585,PARIS,0.626,FILM_PRODUCTION,HIGHER,MALE,POLISH,HUSBAND,0.667
FRANCE,MULTILINGUAL,FRANCE,0.776,M,POLAND,0.585,PARIS,0.626,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,FRENCH,WIFE,0.733
USA,ENGLISH,USA,0.737,M,ENGLAND,0.606,BEVERLY_HILLS,0.646,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.533
USA,ENGLISH,USA,0.737,M,ENGLAND,0.606,BEVERLY_HILLS,0.646,FILM_PRODUCTION,COMP-SCNDRY,MALE,SWISS,REPORTER,0.633
USA,BILINGUAL,ITALY,0.842,M,USA,0.745,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,QUEEN,0.642
USA,BILINGUAL,ITALY,0.842,M,USA,0.745,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,KING,0.65
USA,BILINGUAL,ITALY,0.842,M,USA,0.745,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.658
USA,BILINGUAL,ITALY,0.842,M,USA,0.745,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,CHIEF,0.55
USA,ENGLISH,CANADA,0.711,M,USA,0.628,SAN_FRANCISCO,0.707,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,WORKER,0.575
USA,ENGLISH,CANADA,0.711,M,USA,0.628,SAN_FRANCISCO,0.707,FILM_PRODUCTION,INCOMP-SCNDRY,FEMALE,AMERICAN,MOTHER,0.558
USA,MULTILINGUAL,USA,0.855,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,GUARD,0.7
USA,MULTILINGUAL,USA,0.855,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.733
USA,MULTILINGUAL,USA,0.855,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,MULTILINGUAL,USA,0.908,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,GUARD,0.7
USA,MULTILINGUAL,USA,0.908,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.733
USA,MULTILINGUAL,USA,0.908,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,MULTILINGUAL,USA,0.908,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,PROFESSOR,0.467
USA,MULTILINGUAL,USA,0.908,M,USA,0.755,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ARTIST,0.508
UK,ENGLISH,UK,0.868,F,ENGLAND,0.787,PARIS,0.778,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,REPORTER,0.733
UK,ENGLISH,UK,0.868,F,ENGLAND,0.787,PARIS,0.778,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,BOYFRIEND,0.658
UK,ENGLISH,UK,0.868,F,ENGLAND,0.787,PARIS,0.778,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,DEALER,0.658
USA,ENGLISH,MULTA,0.592,M,USA,0.415,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
USA,ENGLISH,MULTA,0.592,M,USA,0.415,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.567
USA,ENGLISH,MULTA,0.592,M,USA,0.415,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,FATHER,0.275
USA,BILINGUAL,USA,0.842,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,CANADIAN,SPY,0.683
USA,BILINGUAL,USA,0.842,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WORKER,0.742
USA,BILINGUAL,USA,0.842,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,AGENT,0.508
USA,BILINGUAL,USA,0.842,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,ENGLISH,ASSISTANT,0.7
CANADA,ENGLISH,USA,0.816,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,CANADIAN,SPY,0.683
CANADA,ENGLISH,USA,0.816,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,AGENT,0.508
CANADA,ENGLISH,USA,0.816,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,ENGLISH,ASSISTANT,0.7
USA,MULTILINGUAL,USA,0.882,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,CANADIAN,SPY,0.683
USA,MULTILINGUAL,USA,0.882,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,AGENT,0.508
USA,MULTILINGUAL,USA,0.882,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,YOUNG_WOMAN,0.833
USA,MULTILINGUAL,USA,0.882,M,USA,0.755,BURBANK,0.556,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,ENGLISH,FATHER,0.433
CANADA,ENGLISH,USA,0.895,M,USA,0.787,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DIRECTOR,0.733
CANADA,ENGLISH,USA,0.895,M,USA,0.787,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,TEACHER,0.742
CANADA,ENGLISH,USA,0.895,M,USA,0.787,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,TEACHER,0.675
CANADA,ENGLISH,USA,0.895,M,USA,0.787,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.742
FRANCE,ENGLISH,UK,0.855,M,ENGLAND,0.798,LONDON,0.889,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,ACTOR,0.875
FRANCE,ENGLISH,UK,0.855,M,ENGLAND,0.798,LONDON,0.889,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,ENGLISH,MOTHER,0.575
FRANCE,ENGLISH,UK,0.855,M,ENGLAND,0.798,LONDON,0.889,FILM_PRODUCTION,HIGHER,FEMALE,ENGLISH,FATHER,0.333
USA,ENGLISH,USA,0.763,M,SOUTH_AFRICA,0.809,BURBANK,0.778,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,WARRIOR,0.592
USA,ENGLISH,USA,0.763,M,SOUTH_AFRICA,0.809,BURBANK,0.778,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,COWBOY,0.825
USA,ENGLISH,USA,0.763,M,SOUTH_AFRICA,0.809,BURBANK,0.778,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,BOND_GIRL,0.708
CANADA,ENGLISH,USA,0.842,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,LAWYER,0.708
CANADA,ENGLISH,USA,0.842,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.725
CANADA,ENGLISH,USA,0.842,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.683
USA,ENGLISH,USA,0.947,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,LAWYER,0.708
USA,ENGLISH,USA,0.947,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,LAWYER,0.842
USA,ENGLISH,USA,0.947,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,FIREFIGHTER,0.7
USA,ENGLISH,USA,0.947,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,CANADIAN,FIREFIGHTER,0.592
USA,ENGLISH,USA,0.947,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.65
USA,ENGLISH,USA,0.803,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,LAWYER,0.708
USA,ENGLISH,USA,0.803,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,REPORTER,0.742
USA,ENGLISH,USA,0.803,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.617
USA,MULTILINGUAL,USA,0.579,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,CANADIAN,FIREFIGHTER,0.592
USA,MULTILINGUAL,USA,0.579,M,USA,0.638,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ARTIST,0.567
AUSTRALIA,ENGLISH,UK,0.618,M,USA,0.511,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,PROFESSOR,0.467
AUSTRALIA,ENGLISH,UK,0.618,M,USA,0.511,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.625
USA,ENGLISH,USA,0.579,M,USA,0.511,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,STAR,0.458
USA,ENGLISH,USA,0.579,M,USA,0.511,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.467
USA,ENGLISH,NEW_ZEALAND,0.803,M,NEW_ZEALAND,0.798,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,NEW_ZEALAND,0.803,M,NEW_ZEALAND,0.798,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.525
USA,ENGLISH,USA,0.855,M,CANADA,0.649,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,ENGLISH,STUDENT,0.758
USA,ENGLISH,USA,0.855,M,CANADA,0.649,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,STUDENT,0.792
USA,ENGLISH,USA,0.855,M,CANADA,0.649,NEW_YORK_CITY,0.808,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,STUDENT,0.808
USA,ENGLISH,USA,0.763,F,USA,0.585,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,ENGLISH,USA,0.763,F,USA,0.585,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,GIRLFRIEND,0.667
USA,ENGLISH,USA,0.763,F,USA,0.585,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,PRESIDENT,0.6
USA,ENGLISH,USA,0.763,F,USA,0.585,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,CANADIAN,POLITICIAN,0.567
USA,ENGLISH,USA,0.921,F,USA,0.585,LOS_ANGELES,0.121,FILM_PRODUCTION,INCOMP-SCNDRY,FEMALE,AMERICAN,DOCTOR,0.717
USA,ENGLISH,USA,0.921,F,USA,0.585,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,AGENT,0.717
USA,ENGLISH,USA,0.921,F,USA,0.585,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,MOTHER,0.442
USA,ENGLISH,USA,0.921,F,USA,0.585,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,FATHER,0.433
FRANCE,ENGLISH,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.533
FRANCE,ENGLISH,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,CHIEF,0.55
FRANCE,ENGLISH,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,FRENCH,DETECTIVE,0.558
FRANCE,ENGLISH,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,YOUNG_WOMAN,0.725
MALAYSIA,ENGLISH,USA,0.974,M,NETHERLANDS,0.84,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.533
MALAYSIA,ENGLISH,USA,0.974,M,NETHERLANDS,0.84,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,FRENCH,DETECTIVE,0.558
MALAYSIA,ENGLISH,USA,0.974,M,NETHERLANDS,0.84,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,ENGLISH,VILLAIN,0.6
CANADA,ENGLISH,USA,0.934,M,GERMANY,0.883,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,AGENT,0.717
CANADA,ENGLISH,USA,0.934,M,GERMANY,0.883,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,FEMALE,ENGLISH,GIRLFRIEND,0.65
CANADA,ENGLISH,USA,0.934,M,GERMANY,0.883,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,PROFESSOR,0.467
CANADA,ENGLISH,USA,0.934,M,GERMANY,0.883,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,YOUNG_WOMAN,0.725
USA,ENGLISH,USA,0.776,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,WELSH,DOCTOR,0.467
USA,ENGLISH,USA,0.776,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,BUSINESSMAN,0.675
USA,ENGLISH,USA,0.776,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.692
USA,ENGLISH,USA,0.079,M,ENGLAND,0.138,NEW_YORK_CITY,0.172,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.225
USA,ENGLISH,USA,0.079,M,ENGLAND,0.138,NEW_YORK_CITY,0.172,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,HUSBAND,0.192
USA,ENGLISH,USA,0.079,M,ENGLAND,0.138,NEW_YORK_CITY,0.172,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,LAWYER,0.225
IRELAND,BILINGUAL,USA,0.737,M,ENGLAND,0.617,LOS_ANGELES,0.222,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,IRISH,ARTIST,0.742
IRELAND,BILINGUAL,USA,0.737,M,ENGLAND,0.617,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,IRISH,ARTIST,0.742
IRELAND,BILINGUAL,USA,0.737,M,ENGLAND,0.617,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,IRISH,ARTIST,0.733
USA,ENGLISH,USA,0.895,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.533
USA,ENGLISH,USA,0.895,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,MOTHER,0.667
USA,ENGLISH,USA,0.895,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,DAUGHTER,0.792
USA,ENGLISH,USA,0.895,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SON,0.8
USA,ENGLISH,USA,0.895,M,USA,0.766,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,CANADIAN,DETECTIVE,0.675
USA,ENGLISH,USA,0.895,M,USA,0.766,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.733
USA,ENGLISH,USA,0.895,M,USA,0.766,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,ARTIST,0.467
USA,ENGLISH,USA,0.895,M,USA,0.766,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,REPORTER,0.675
USA,ENGLISH,USA,0.829,M,USA,0.766,LONDON,0.586,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
USA,ENGLISH,USA,0.829,M,USA,0.766,LONDON,0.586,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,STUDENT,0.742
USA,ENGLISH,USA,0.829,M,USA,0.766,LONDON,0.586,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,STUDENT,0.75
USA,ENGLISH,USA,0.829,M,USA,0.766,LONDON,0.586,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,VILLAIN,0.717
USA,ENGLISH,USA,0.829,M,USA,0.766,LONDON,0.586,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,PROFESSOR,0.533
USA,ENGLISH,CANADA,0.921,M,USA,0.83,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.533
USA,ENGLISH,CANADA,0.921,M,USA,0.83,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,MOTHER,0.667
USA,ENGLISH,CANADA,0.921,M,USA,0.83,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,DAUGHTER,0.792
USA,ENGLISH,CANADA,0.921,M,USA,0.83,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SON,0.8
USA,ENGLISH,USA,0.684,M,USA,0.436,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,USA,0.684,M,USA,0.436,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.683
USA,ENGLISH,USA,0.684,M,USA,0.436,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,FRIEND,0.467
USA,ENGLISH,USA,0.684,M,USA,0.436,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ASSISTANT,0.575
USA,ENGLISH,USA,0.776,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,CANADIAN,DETECTIVE,0.675
USA,ENGLISH,USA,0.776,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,VILLAIN,0.692
